1/1/2018,AS,733,AUS,SEA,630,54,907,49,236,1770,49,0,0,0,0
1/1/2018,AS,750,SEA,ATL,2110,-1,501,23,254,2182,0,0,23,0,0
1/1/2018,AS,760,SAN,MCO,1010,146,1749,159,247,2149,57,0,13,0,89
1/1/2018,AS,769,BOS,SAN,1755,165,2153,113,345,2588,0,0,0,0,113
1/1/2018,AS,772,SAN,EWR,649,-3,1459,86,286,2425,0,0,86,0,0
1/1/2018,AS,789,AUS,PDX,1655,34,1917,29,235,1715,29,0,0,0,0
1/1/2018,AS,790,SEA,EWR,2310,19,726,15,288,2402,0,0,0,0,15
1/1/2018,AS,798,SAN,BOS,810,197,1648,178,290,2588,0,0,0,0,178
1/1/2018,AS,800,OGG,SMF,1220,61,1926,63,288,2404,0,0,2,0,61
1/1/2018,AS,800,SMF,SEA,2025,33,2238,18,83,605,0,0,0,0,18
1/1/2018,AS,812,OGG,SJC,1440,2,2140,20,290,2355,0,0,20,0,0
1/1/2018,AS,829,SAN,OGG,700,-6,1110,78,336,2541,0,0,78,0,0
1/1/2018,AS,838,HNL,OAK,1553,164,2304,166,289,2409,72,0,2,0,92
1/1/2018,AS,841,PDX,LIH,928,-11,1253,32,337,2631,0,0,32,0,0
1/1/2018,AS,855,PDX,KOA,1120,6,1545,36,337,2607,0,0,30,0,6
1/1/2018,AS,858,LIH,SAN,1525,26,2255,18,310,2676,18,0,0,0,0
1/1/2018,AS,864,LIH,SEA,1355,21,2142,22,315,2701,0,0,1,0,21
1/1/2018,AS,895,SAN,HNL,1020,114,1450,95,338,2614,0,0,0,0,95
1/1/2018,AS,922,SEA,BWI,1007,-7,1810,19,275,2335,0,0,19,0,0
1/1/2018,9E,3618,BOS,CVG,1205,104,1439,94,113,752,79,0,0,0,15
1/1/2018,9E,3638,FSD,ATL,610,241,950,221,116,954,221,0,0,0,0
1/1/2018,9E,3677,DSM,ATL,550,389,904,379,102,743,127,252,0,0,0
1/1/2018,9E,3696,PWM,JFK,600,165,742,149,53,273,0,0,0,0,149
1/1/2018,9E,3699,ATL,DSM,950,68,1112,77,113,743,0,68,9,0,0
